City	State	District-County Code	ZipCode	Long	Lowest Grade	School Code	phone	District name	AddressLine2	AddressLine1	Lat	Principal Name	ESD Name	School Type	Highest Grade	School name	ESD Code
Olympia	Washington	34324	98502-8846	-123.0189747	K 	2406	360.866.2515	Griffin School District		6530 33rd Ave NW	47.0806387	Doug  Anderson	Educational Service District 113	Public School	8	Griffin School	34801
Olympia	Washington	34324	98502-8846	-123.0189747	K 	2406	360.866.2515 ext.105	Griffin School District		6530 33rd Ave NW	47.0806387	Greg Woods	Educational Service District 113	Public School	8	Griffin School	34801
Harrington	Washington	22204	99134-0204	-118.2508174	K 	2743	509.253.4331	Harrington School District		PO Box 204	47.4798133	Jacob Bang	Educational Service District 101	Public School	6	Harrington Elementary School	32801
Harrington	Washington	22204	99134-0204	-67.84062	7	3113	509.253.4331	Harrington School District		PO Box 204	44.61927	Jacob  Bang	Educational Service District 101	Public School	12	Harrington High School	32801
Cowiche	Washington	39203	98923-9719	-120.711738	10	4559	509.678.7268	Highland School District		PO Box 38	46.6748469	Kelly Thorson	Educational Service District 105	Public School	12	Highland High School	39801
Cowiche	Washington	39203	98923-9719	-120.711738	7	2718	509.678.7200	Highland School District		PO Box 38	46.6748469	Mindy Schultz	Educational Service District 105	Public School	9	Highland Junior High School	39801
Cowiche	Washington	39203	98923-9758	-120.8908378	K 	3072	509.678.4435	Highland School District		1181 Thompson Rd	46.6415187	Russell Hill	Educational Service District 105	Public School	3	Marcus Whitman-Cowiche Elementary	39801
Tieton	Washington	39203	98947-9504	-120.7615372	4	3073	509.673.3141	Highland School District		PO Box 6	46.7014449	Greg George	Educational Service District 105	Public School	6	Tieton Intermediate School	39801
SeaTac	Washington	17401	98188	-122.2779565	9	5063	206.631.6500	Highline School District	700 Building	4424 South 188th Street	47.4353447	Janae Landis	Puget Sound Educational Service District 121	Public School	12	Academy of Citizenship and Empowerment	17801
Seattle	Washington	17401	98146	-122.3447662	9	5102	206.631.6250	Highline School District		830 SW 116th St	47.4995512	Norma Barrineau	Puget Sound Educational Service District 121	Public School	12	Arts & Academics Academy	17801
Burien	Washington	17401	98148	-122.3283185	7	5028	206.631.7700	Highline School District		440 S 186th St	47.437045	Jeff Petty	Puget Sound Educational Service District 121	Public School	12	Big Picture School	17801
Burien	Washington	17401	98166	-122.336066	9	5116	206.433.2361	Highline School District		15675 Ambaum Blvd SW	47.4614325	Michael Sita	Puget Sound Educational Service District 121	Public School	12	Career Link	17801
Seattle	Washington	17401	98168-2424	-122.3011638	PK	3165	206.631.4000	Highline School District		12250 24th Ave S	47.4929674	Rick Wisen	Puget Sound Educational Service District 121	Public School	6	Hilltop Elementary	17801
SeaTac	Washington	17401	98188-3149	-122.285123	PK	2734	206.631.4300	Highline School District		3708 S 168th St	47.453155	Karin  Jones	Puget Sound Educational Service District 121	Public School	6	McMicken Heights Elementary	17801
Des Moines	Washington	17401	98198-7699	-122.30798	9	3279	206.631.7000	Highline School District		22450 19th Ave S	47.4001773	Julie Hunter	Puget Sound Educational Service District 121	Public School	12	Mount Rainier High School	17801
Seattle	Washington	17401	98168	-122.3507793	PK	2144	206.631.4500	Highline School District		11427 3rd Av S	47.5063796	Felecia Wells	Puget Sound Educational Service District 121	Public School	6	Mount View Elementary	17801
Seattle	Washington	17401	98146	-122.3427065	9	1972	206.433.8760	Highline School District		614 SW 120th St	47.4958349	Michael Sita	Puget Sound Educational Service District 121	Public School	12	New Start	17801
Des Moines	Washington	17401	98148-2246	-122.3270622	K 	2983	206.631.4600	Highline School District		19835 8th Ave S	47.4247898	Nancy Melius	Puget Sound Educational Service District 121	Public School	6	North Hill Elementary	17801
SeaTac	Washington	17401	98188	-122.2775424	9	5065	206.631.6450	Highline School District	800 Bldg	4424 South 188th Street	47.4352035	Joan Ferrigno	Puget Sound Educational Service District 121	Public School	12	Odyssey - The Essential School	17801
Des Moines	Washington	17401	98198-7195	-122.3033229	7	3333	206.631.5800	Highline School District		22705 24th Ave S	47.3986806	Cecilia Beaman	Puget Sound Educational Service District 121	Public School	8	Pacific Middle School	17801
Des Moines	Washington	17401	98198-3901	-122.3058101	K 	3335	206.631.4700	Highline School District		2104 S 247th St	47.3810448	Robin Lamoureux	Puget Sound Educational Service District 121	Public School	6	Parkside Elementary	17801
Burien	Washington	17401	98148	-122.7991603	11	5172	206-631-7300	Highline School District		18010 8th Ave South	46.9989426	Sue Shields	Puget Sound Educational Service District 121	Public School	12	Puget Sound High School	17801
Seattle	Washington	17401	98148-0000	-122.3247599	PK	1973	206.433.2493	Highline School District		18637 8th Ave S	47.4351572	Michael Sita	Puget Sound Educational Service District 121	Public School	12	Satellite High School	17801
Burien	Washington	17401	98166-3093	-122.3401247	7	2927	206.631.6000	Highline School District		16222 Sylvester Road SW	47.4573212	Vicki Fisher	Puget Sound Educational Service District 121	Public School	8	Sylvester Middle School	17801
Seattle	Washington	17401	98146	-122.3445289	9	5103	206.631.6300	Highline School District		830 SW 116th St	47.4996045	Kelly Raymond	Puget Sound Educational Service District 121	Public School	12	Technology, Engineering & Communications	17801
SeaTac	Washington	17401	98188-4117	-110.9189469	PK	5119	206.631.5100	Highline School District		17622 46th Ave S	32.3215655	Annah Petersen-Benitez	Puget Sound Educational Service District 121	Public School	PK	Valley View Early Childhood Center	17801
Seattle	Washington	17401	98146	-122.3436644	PK	2639	206.631.5200	Highline School District		10015 6th Avenue Southwest	47.5131616	Anne Reece	Puget Sound Educational Service District 121	Public School	6	White Center Heights Elementary	17801
BRUSH PRAIRIE	Washington	6098	98606-0000	-122.4675955	3	3617	360.448.6430	Hockinson School District		19912 NE 164 ST	45.7417831	LISA SWINDELL	Educational Service District 112	Public School	5	Hockinson Heights Intermediate	6801
BRUSH PRAIRIE	Washington	6098	98606-0000	-122.4675955	K 	4310	360.448.6420	Hockinson School District		20000 NE 164 ST	45.7417831	COLLEEN ANDERS	Educational Service District 112	Public School	2	Hockinson Heights Primary	6801
BRUSH PRAIRIE	Washington	6098	98606-0000	-122.4994957	9	4568	360.448.6450	Hockinson School District		16819 NE 159 ST	45.7347816	Jill Steele	Educational Service District 112	Public School	12	Hockinson High School	6801
Index	Washington	31063	98256-0237	-121.5550572	PK	2948	360.793.1330	Index School District		PO Box 237	47.820712	Linda Tate	Northwest Educational Service District 189	Public School	8	Index Elementary School	29801
RENTON	Washington	17411	98059-6017	-122.1387843	PK	3746	425.837.7500	Issaquah School District		15025 SE 117TH ST	47.4971457	Susan Mundell	Puget Sound Educational Service District 121	Public School	5	Apollo Elementary	17801
ISSAQUAH	Washington	17411	98029-7738	-122.0056581	6	4460	(425) 837-4150	Issaquah School District		25025 SE 32ND ST	47.5801547	JOSHUA ALMY	Puget Sound Educational Service District 121	Public School	8	Beaver Lake Middle School	17801
RENTON	Washington	17411	98059-7020	-122.1137308	K 	3440	(425) 837-5000	Issaquah School District		17020 SE 134TH ST	47.4831562	DREW TERRY	Puget Sound Educational Service District 121	Public School	5	Briarwood Elementary	17801
SAMMAMISH	Washington	17411	98075-0000	-121.9731434	K 	4565	425.837.5500	Issaquah School District		2020 TROSSACHS BLVD SE	47.5911253	Natalie Fowler	Puget Sound Educational Service District 121	Public School	5	Cascade Ridge Elementary	17801
ISSAQUAH	Washington	17411	98029-5763	-122.0050827	K 	4300	425.837.7550	Issaquah School District		25200 SE KLAHANIE BLVD	47.5762588	SUE MCPEAK	Puget Sound Educational Service District 121	Public School	5	Challenger Elementary	17801
ISSAQUAH	Washington	17411	98027-4315	-122.0303337	K 	2738	425.837.6300	Issaquah School District		500 2ND AVE SE	47.5236822	MAY PELTO	Puget Sound Educational Service District 121	Public School	5	Clark Elementary	17801
BELLEVUE	Washington	17411	98006-5837	-122.1172463	K 	4375	425.837.7300	Issaquah School District		4630 167TH AVE SE	47.5620157	Jacklyn Tanner	Puget Sound Educational Service District 121	Public School	5	Cougar Ridge Elementary	17801
Sammamish	Washington	17411	98075	-122.0634946	K 	5201	425.837.5201	Issaquah School District		20777 SE 16th St	47.5947236	Robin Earl	Puget Sound Educational Service District 121	Public School	5	Creekside Elementary	17801
SNOQUALMIE	Washington	17411	98065-9798	-121.9003928	5	3569	(425) 831-2522	Issaquah School District		33010 SE 99TH ST	47.518713	MICHAEL WILLIAMS	Puget Sound Educational Service District 121	Institution	12	Echo Glen School	17801
ISSAQUAH	Washington	17411	98027-4245	-122.0340262	6	3038	(425) 837-6800	Issaquah School District		400 1ST AVE SE	47.5258534	CORRINE DEROSA	Puget Sound Educational Service District 121	Public School	8	Issaquah Middle School	17801
ISSAQUAH	Washington	17411	98027-2899	-122.0449309	PK	1624	(425) 837-7085	Issaquah School District		565 NW HOLLY ST	47.5371358	MARILYN HOLM	Puget Sound Educational Service District 121	Public School	12	Issaquah Special Services	17801
Kelso	Washington	8458	98626-0000	-122.907868	K 	3323	360.501.1500	Kelso School District		401 Barnes	46.160203	Kim Yore	Educational Service District 112	Public School	5	Barnes Elementary	6801
Carrolls	Washington	8458	98609-0000	-122.865326	K 	2913	360.501.1380	Kelso School District		PO Box 3	46.070278	Mark Connolly	Educational Service District 112	Public School	5	Carrolls Elementary	6801
Kelso	Washington	8458	98626-0000	-122.918167	K 	2691	360.501.1550	Kelso School District		404 Long Ave.	46.1490012	Nancy Gill	Educational Service District 112	Public School	5	Catlin Elementary	6801
Kelso	Washington	8458	98626-0000	-122.889598	6	3322	360.501.1750	Kelso School District		2000 Allen St	46.1438208	Chris Rugg	Educational Service District 112	Public School	8	Coweeman Middle School	6801
Kelso	Washington	8458	98626-0000	-122.9046641	6	2916	360.501.1700	Kelso School District		500 Redpath	46.1542865	Chris Clark	Educational Service District 112	Public School	8	Huntington Middle School	6801
Kelso	Washington	8458	98626-0000	-122.8907866	9	2266	360.501.1800	Kelso School District		1904 Allen St	46.1436939	John Gummel	Educational Service District 112	Public School	12	Kelso High School	6801
Kelso	Washington	8458	98626	-122.906347	9	5194	360-501-1905	Kelso School District		601 Crawford St	46.147458	Mary Beth Tack	Educational Service District 112	Public School	12	Kelso Virtual Academy	6801
Kelso	Washington	8458	98626-0000	-122.8907866	8	1934	360.501.1951	Kelso School District		1904 Allen St	46.1436939	Ray Cattin	Educational Service District 112	Public School	12	Loowit High School	6801
Kelso	Washington	8458	98626-0000	-122.8256636	K 	2596	360.501.1400	Kelso School District		1502 Rose Valley Rd	46.098169	Mark Connolly	Educational Service District 112	Public School	5	Rose Valley Elementary	6801
Kennewick	Washington	3017	99337	-119.597798	9	5235	509-222-6522	Kennewick School District		7122 W Okanogan Place	45.940799	Dottie Stevens	Educational Service District 123	Institution	12	Benton County Jail	11801
KENNEWICK	Washington	3017	99337-4224	-119.134923	K 	4072	509.222.6480	Kennewick School District		1229 WEST 22ND PLACE	46.1875589	Mark Stephens	Educational Service District 123	Public School	5	Canyon View Elementary School	11801
KENNEWICK	Washington	3017	99337-5112	-119.125581	K 	4202	509.222.6499	Kennewick School District		505 SOUTH HIGHLAND DRIVE	46.1718929	Chad Foltz	Educational Service District 123	Public School	5	Cascade Elementary School	11801
Kennewick	Washington	3017	99338	-119.2736956	K 	5220	509-222-6404	Kennewick School District		16734 S. Cottonwood Creek Blvd.	46.1918314	MaryAnn Kautzky	Educational Service District 123	Public School	5	Cottonwood Elementary	11801
KENNEWICK	Washington	3017	99338-1400	-119.20515	6	4028	509.222.6493	Kennewick School District		6011 WEST 10TH PLACE	46.196815	Steve Jones	Educational Service District 123	Public School	8	Desert Hills Middle School	11801
KENNEWICK	Washington	3017	99336-5926	-119.1040725	PK	2824	509.222.6521	Kennewick School District		910 EAST 10TH AVENUE	46.1981589	Niki Arnold-Smith	Educational Service District 123	Public School	5	Eastgate Elementary School	11801
KENNEWICK	Washington	3017	99336-2047	-119.1906298	PK	3315	509.222.5504	Kennewick School District		201 SOUTH DAWES STREET	46.2086899	Bruce Cannard	Educational Service District 123	Public School	5	Edison Elementary School	11801
KENNEWICK	Washington	3017	99337-3749	-119.1511756	6	4429	509.222.6484	Kennewick School District		3500 SOUTH VANCOUVER STREET	46.1776872	Sue Denslow	Educational Service District 123	Public School	8	Horse Heaven Hills Middle School	11801
KENNEWICK	Washington	3017	99336-2196	-119.1874716	9	3731	509.222.6478	Kennewick School District		600 NORTH ARTHUR STREET	46.2175975	Chris Chelin	Educational Service District 123	Public School	12	Kamiakin High School	11801
		3017		-119.1561438	PK	2000	509.222.6483	Kennewick School District			46.2083005	Coleen Culmer	Educational Service District 123	Public School	PK	Keewaydin Discovery Center	11801
KENNEWICK	Washington	3017	99336-5674	-119.1250863	9	2826	509.222.6475	Kennewick School District		500 SOUTH DAYTON STREET	46.204347	Van Cummings	Educational Service District 123	Public School	12	Kennewick High School	11801
KENNEWICK	Washington	3017	99336-5632	-119.1234589	6	1884	509.222.6522	Kennewick School District		201 S. Garfield St	46.2061496	Dottie Stevens	Educational Service District 123	Public School	12	Legacy High School	11801
KENNEWICK	Washington	3017	99338-1818	-119.1868427	K 	4181	509.222.6479	Kennewick School District		4901 WEST 21ST AVENUE	46.1892451	Doug Campbell	Educational Service District 123	Public School	5	Lincoln Elementary School	11801
KENNEWICK	Washington	3017	99336-5632	-119.1263411	K 	1941	509.222.5036	Kennewick School District		200 S FRUITLAND ST	46.2076822	Kelly Anderson	Educational Service District 123	Public School	12	Mid-Columbia Parent Partnership	11801
KENNEWICK	Washington	3017	99336-6097	-119.1303526	6	3472	509.222.6904	Kennewick School District		1011 WEST 10TH AVENUE	46.1969409	Kevin Pierce	Educational Service District 123	Public School	8	Park Middle School	11801
